Author,Title,URN,Date,Genre,Prose,Source,filename
Appianus of Alexandria,Gallic History,0551-005,A.D. 1-2,History,,GLAUx,
Appianus of Alexandria,Sicily and the Other Islands,0551-006,A.D. 1-2,History,,GLAUx,
Appianus of Alexandria,Wars in Spain,0551-007,A.D. 1-2,History,,GLAUx,
Appianus of Alexandria,Hannibalic War,0551-008,A.D. 1-2,History,,GLAUx,
Appianus of Alexandria,Punic Wars,0551-009,A.D. 1-2,History,,GLAUx,
Appianus of Alexandria,Numidian Affairs,0551-010,A.D. 1-2,History,,GLAUx,
Appianus of Alexandria,Macedonian Affairs,0551-011,A.D. 1-2,History,,GLAUx,
Appianus of Alexandria,Illyrian Wars,0551-012,A.D. 1-2,History,,GLAUx,
Appianus of Alexandria,Syrian Wars,0551-013,A.D. 1-2,History,,GLAUx,
Appianus of Alexandria,Mithridatic Wars,0551-014,A.D. 1-2,History,,GLAUx,
Appianus of Alexandria,Civil Wars,0551-017,A.D. 1-2,History,,GLAUx,
Archimedes,De sphaera et cylindro,0552-001,3 B.C.,Mathematics,,GLAUx,
Archimedes,Dimensio circuli,0552-002,3 B.C.,Mathematics,,GLAUx,
Archimedes,De conoidibus et sphaeroidibus,0552-003,3 B.C.,Mathematics,,GLAUx,
Archimedes,De lineis spiralibus,0552-004,3 B.C.,Mathematics,,GLAUx,
Archimedes,De planorum aequilibriis (peri isorropin),0552-005,3 B.C.,Mathematics,,GLAUx,
Archimedes,Arenarius,0552-006,3 B.C.,Mathematics,,GLAUx,
Archimedes,Quadratura parabolae,0552-007,3 B.C.,Mathematics,,GLAUx,
Archimedes,Stomachion,0552-009,3 B.C.,Mathematics,,GLAUx,
Archimedes,Ad Eratosthenem methodus,0552-010,3 B.C.,Mathematics,,GLAUx,
Archimedes,Liber assumptorum,0552-011,3 B.C.,Mathematics,,GLAUx,
Archimedes,Bovium problema (Problema Bovinum),0552-012,3 B.C.,Scientific Poetry,,GLAUx,
Archimedes,Fragmenta,0552-013,3 B.C.,Mathematics,,GLAUx,
Chariton of Aphrodisias,De Chaerea et Callirhoe,0554-001,A.D. 2,Narrative,,GLAUx,
Clement of Alexandria,Protrepticus,0555-001,A.D. 2-3,Philosophy,,GLAUx,
Clement of Alexandria,Paedagogus,0555-002,A.D. 2-3,Philosophy,,GLAUx,
Clement of Alexandria,Hymnus Christi servatoris,0555-003,A.D. 2-3,Religious Poetry,,GLAUx,
Clement of Alexandria,Eclogae propheticae,0555-005,A.D. 2-3,Philosophy,,GLAUx,
Clement of Alexandria,Quis Dis Salvetur,0555-006,A.D. 2-3,Theology,,GLAUx,
Clement of Alexandria,Excerpta ex Theodoto,0555-007,A.D. 2-3,Theology,,GLAUx,
Clement of Alexandria,Exhortation to Endurance or To the Newly Baptized (Fragment 44),0555-008,A.D. 2-3,Theology,,GLAUx,
Asclepiodotus,Tactica,0556-001,1 B.C.,Military,,GLAUx,
Epictetus,Discourses,0557-001,A.D. 1-2,Philosophy,,GLAUx,
Epictetus,The Handbook,0557-002,A.D. 1-2,Philosophy,,GLAUx,
Epictetus,Fragments,0557-003,A.D. 1-2,Philosophy,,GLAUx,
Hero of Alexandria,Pneumatica,0559-001,A.D. 1,Engineering,,GLAUx,
Hero of Alexandria,De automatis,0559-002,A.D. 1,Engineering,,GLAUx,
Hero of Alexandria,Mechanicorum fragmenta,0559-004,A.D. 1,Engineering,,GLAUx,
Hero of Alexandria,Catoptrica,0559-005,A.D. 1,Engineering,,GLAUx,
Hero of Alexandria,Metrica,0559-006,A.D. 1,Mathematics,,GLAUx,
Hero of Alexandria,Dioptra,0559-007,A.D. 1,Engineering,,GLAUx,
Hero of Alexandria,Stereometrica,0559-010,A.D. 1,Mathematics,,GLAUx,
Hero of Alexandria,De mensuris,0559-011,A.D. 1,Mathematics,,GLAUx,
Hero of Alexandria,Belopoeica,0559-012,A.D. 1,Engineering,,GLAUx,
Hero of Alexandria,Fragmenta Heroniana,0559-014,A.D. 1,Mathematics,,GLAUx,
Longinus,On the Sublime,0560-001,A.D. 1,Rhetoric,,GLAUx,
Longus,Daphnis and Chloe,0561-001,A.D. 2,Narrative,,GLAUx,
Marcus Aurelius,Ad Se Ipsum,0562-001,A.D. 2,Philosophy,,GLAUx,
Antigonus of Carystus,Epigramma,0568-002,3 B.C.,Lyric poetry,,GLAUx,
Archelaus Chersonensis,Epigrammata,0570-002,3 B.C.,Lyric poetry,,GLAUx,
Antisthenes,Fragmenta,0591-001,5-4 B.C.,Oratory,,GLAUx,
Antisthenes,Odysseus,0591-002,5-4 B.C.,Oratory,,GLAUx,
Hermogenes,Progymnasmata [Dub-],0592-001,A.D. 2-3,Rhetoric,,GLAUx,
Hermogenes,Περὶ στάσεων,0592-002,A.D. 2-3,Rhetoric,,GLAUx,
Hermogenes,Περὶ εὑρέσεως [Sp-],0592-003,A.D. 2-3,Rhetoric,,GLAUx,
Hermogenes,Περὶ ἰδεῶν λόγου,0592-004,A.D. 2-3,Rhetoric,,GLAUx,
Hermogenes,Περὶ μεθόδου δεινότητος [Sp-],0592-005,A.D. 2-3,Rhetoric,,GLAUx,
Gorgias,Encomium of Helen,0593-001,5-4 B.C.,Oratory,,GLAUx,
Gorgias,Defense of Palamedes,0593-002,5-4 B.C.,Oratory,,GLAUx,
Rufus Soph-,Ars rhetorica,0606-001,A.D. 2,Rhetoric,,GLAUx,
Demetrius of Phaleron,Libro de Elocutione,0613-001,A.D. 2,Rhetoric,,GLAUx,
Babrius,Fabulae Aesopeae,0614-001,A.D. 2,Lyric poetry,,GLAUx,
Hippocrates,De prisca medicina,0627-001,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,"De aere, aquis, locis",0627-002,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,Prognosticon,0627-003,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De diaeta in morbis acutis,0627-004,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De diaeta acutorum (spurium),0627-005,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De morbis popularibus,0627-006,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De capitis vulneribus,0627-007,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De officina medici,0627-008,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De fracturis,0627-009,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De articulis,0627-010,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,Vectiarius,0627-011,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,Aphorismi,0627-012,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,Jusjurandum,0627-013,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,Lex,0627-014,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De humoribus,0627-015,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,Prorrheticon I,0627-016,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,Coa praesagia,0627-017,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De arte,0627-018,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De natura hominis,0627-019,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De salubri diaeta,0627-020,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De flatibus,0627-021,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De liquidorum usu,0627-022,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De morbis i-iii,0627-023,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De affectionibus,0627-025,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De locis in homine,0627-026,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De morbo sacro,0627-027,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De ulceribus,0627-028,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De haemorrhoidibus,0627-029,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De fistulis,0627-030,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De diaeta,0627-031,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De affectionibus interioribus,0627-032,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De natura muliebri,0627-033,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De octimestri partu,0627-035,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De muliebribus,0627-036,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De virginum morbis,0627-037,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De superfoetatione,0627-038,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De exsectione foetus,0627-039,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De anatomia,0627-040,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De dentitione,0627-041,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De glandulis,0627-042,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De carnibus,0627-043,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De corde,0627-045,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De alimento,0627-046,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De visu,0627-047,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De natura ossium,0627-048,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De medico,0627-049,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De habitu decenti,0627-050,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,Praeceptiones,0627-051,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De crisibus,0627-052,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,De diebus criticis,0627-053,5-4 B.C.,Medicine,,GLAUx,
Hippocrates,"Epistulae, Decretum, Orationes",0627-055,5-4 B.C.,Epistolography,,GLAUx,
Pittacus of Mytilene,Epigramma,0631-002,7-6 B.C.,Lyric poetry,,GLAUx,
Pythagoras,Epigramma,0632-005,6-5 B.C.,Lyric poetry,,GLAUx,
Philostratus the Athenian,Life of Apollonius of Tyana,0638-001,A.D. 2-3,Biography,,GLAUx,
Philostratus the Athenian,Lives of the Sophists,0638-003,A.D. 2-3,Biography,,GLAUx,
Philostratus the Athenian,Heroicus,0638-004,A.D. 2-3,Dialogue,,GLAUx,
Philostratus the Athenian,Nero,0638-005,A.D. 2-3,Dialogue,,GLAUx,
Philostratus the Athenian,Epistulae et dialexeis,0638-006,A.D. 2-3,Epistolography,,GLAUx,
Philostratus the Athenian,De Gymnastica,0638-007,A.D. 2-3,History,,GLAUx,
Philostratus the Athenian,Epigrammata,0638-009,A.D. 2-3,Lyric poetry,,GLAUx,
Xenophon of Ephesus,Ephesiaca,0641-001,A.D. 2-3,Narrative,,GLAUx,
Onasander,Strategicus,0648-001,A.D. 1,Military,,GLAUx,
Aratus Solensis,Phaenomena,0653-001,4-3 B.C.,Scientific Poetry,,GLAUx,
Aratus Solensis,Fragmentum,0653-002,4-3 B.C.,Scientific Poetry,,GLAUx,
Parthenius of Nicaea,Narrationes Amatoriae,0655-001,1 B.C.,Mythography,,GLAUx,
Philumenus,De venenatis animalibus eorumque remediis,0671-001,A.D. 2,Medicine,,GLAUx,
Aeschrion Samius,Epigrammata,0679-001,4 B.C.,Lyric poetry,,GLAUx,
Ammonius Grammaticus,περὶ ὁμοίων καὶ διαφόρων λέξεων,0708-001,A.D. 1-2,Language,,GLAUx,
Aretaeus of Cappadocia,De causis et signis acutorum morborum libri duo (lib. 1),0719-001,A.D. 2,Medicine,,GLAUx,
Aretaeus of Cappadocia,De causis et signis diuturnorum morborum libri duo (lib. 2),0719-002,A.D. 2,Medicine,,GLAUx,
Aretaeus of Cappadocia,De curatione acutorum morborum libri duo,0719-003,A.D. 2,Medicine,,GLAUx,
Aretaeus of Cappadocia,De curatione diuturnorum morborum libri duo,0719-004,A.D. 2,Medicine,,GLAUx,
Alexander of Aphrodisias,De mixtione,0732-001,A.D. 2-3,Medicine,,GLAUx,
Alexander of Aphrodisias,De anima libri mantissa,0732-011,A.D. 2-3,Philosophy,,GLAUx,
Alexander of Aphrodisias,Quaestiones,0732-012,A.D. 2-3,Philosophy,,GLAUx,
Pseudo-Hippocrates,De septimestri partu,0751-034,5-4 B.C.,Medicine,,GLAUx,
"Anubion, Poeta Astrologus",Fragmenta,1126-003,A.D. 1,AstronomyAstrology,,GLAUx,
Aristarchus of Samos,De magnitudinibus et distantiis solis et lunae,1181-001,4-3 B.C.,AstronomyAstrology,,GLAUx,
Athenagoras,Legatio sive Supplicatio pro Christianis,1205-001,A.D. 2,Oratory,,GLAUx,
Athenagoras,De Resurrectione,1205-002,A.D. 2,Theology,,GLAUx,
Autolycus,De Sphaera Quae Movetur,1210-001,4 B.C.,AstronomyAstrology,,GLAUx,
Autolycus,De Ortibus et Occasibus,1210-002,4 B.C.,AstronomyAstrology,,GLAUx,
Barnabae epistula,The Epistle of Barnabas,1216-001,A.D. 1-2,Epistolography,,GLAUx,
Certamen Homeri et Hesiodi,Certamen Homeri et Hesiodi,1252-002,A.D. 2,Narrative,,GLAUx,
Clemens Romanus (Clement of Rome),The First Epistle of Clement to the Corinthians,1271-001,A.D. 1,Epistolography,,GLAUx,
Clemens Romanus (Clement of Rome),The Second Epistle of Clement to the Corinthians,1271-002,A.D. 2,Epistolography,,GLAUx,
Cleobulus Lindius,Epigrammata,1274-002,7-6 B.C.,Lyric poetry,,GLAUx,
Cypria,Cypria,1296-001,7 B.C.,Epic poetry,,GLAUx,
Anonymous,Didache,1311-001,A.D. 2,Theology,,GLAUx,
Dorotheus of Sidon,Fragmenta alia antiqua,1337-003,1 B.C.-A.D. 1,AstronomyAstrology,,GLAUx,
Empedocles,Epigrammata,1342-002,5 B.C.,Lyric poetry,,GLAUx,
Erinna,Epigrammata,1355-002,4 B.C.,Lyric poetry,,GLAUx,
Harpocration,Lexicon in decem oratores Atticos,1389-001,A.D. 1-2,Language,,GLAUx,
Hegemon,Epigrammata,1391-001,3 B.C.,Lyric poetry,,GLAUx,
Heraclides Criticus,Descriptio Graeciae,1405-001,3 B.C.,Geography,,GLAUx,
Hipparchus,In Arati et Eudoxi phaenomena commentariorum libri iii,1431-003,2 B.C.,Philosophy,,GLAUx,
"Maximus, Astrologus",Carminum de actionum auspiciis reliquiae,1487-001,A.D. 2,Scientific Poetry,,GLAUx,
"Maximus, Astrologus",Carminum de actionum auspiciis reliquiae (epitome),1487-002,A.D. 2,AstronomyAstrology,,GLAUx,
Nicias Milesius,Epigrammata,1533-001,3 B.C.,Lyric poetry,,GLAUx,
Pancrates Arcadius,Epigrammata,1556-002,3-2 B.C.,Lyric poetry,,GLAUx,
Phaedimus Macedo,Epigrammata,1577-001,3 B.C.,Lyric poetry,,GLAUx,
Philostratus Sophista,Imagines,1600-001,A.D. 2-3,Oratory,,GLAUx,
Phocylides,Epigrammata,1604-002,6 B.C.,Lyric poetry,,GLAUx,
Polycarp,Epistula ad Philippenses,1622-001,A.D. 1-2,Epistolography,,GLAUx,
Posidippus of Pella,Epigrammata,1632-001,3 B.C.,Lyric poetry,,GLAUx,
Seniores Apud Irenaeum,Reliquiae plurium anonymorum,1665-001,A.D. 2-3,Theology,,GLAUx,
Speusippus,Epigramma,1692-004,4 B.C.,Lyric poetry,,GLAUx,
Theodoridas Syracusanus,Epigrammata,1715-001,3 B.C.,Lyric poetry,,GLAUx,
Vitae Aesopi,Vita Aesopi Pl vel Accursiana (sub auctore Maximo Planude) (recensio 1),1765-003,A.D. 1,Narrative,,GLAUx,
Vitae Aesopi,Vita Aesopi (fort- auctore Aphthonio),1765-004,A.D. 1,Narrative,,GLAUx,
Vitae Aesopi,Βιβλίον μυθικὸν τοῦ Αἰσώπου,1765-005,A.D. 1,Narrative,,GLAUx,
Tatianus,Oratio ad Graecos,1766-001,A.D. 2,Oratory,,GLAUx,
Euclid,Elementa,1799-001,3 B.C.,Mathematics,,GLAUx,
Euclid,Data (demonstrationes alterae),1799-008,3 B.C.,Mathematics,,GLAUx,
Euclid,Opticorum recensio Theonis,1799-010,,,,GLAUx,
Euclid,Catoptrica (recensio Theonis?),1799-011,3 B.C.,Mathematics,,GLAUx,
Euclid,Phaenomena,1799-012,3 B.C.,AstronomyAstrology,,GLAUx,
Euclid,Phaenomena (recensio b),1799-013,3 B.C.,AstronomyAstrology,,GLAUx,
Euclid,Phaenomena (demonstrationes alterae recensionis b),1799-014,3 B.C.,AstronomyAstrology,,GLAUx,
Euclid,Sectio canonis [Sp-],1799-015,3 B.C.,Music,,GLAUx,
Euclid,Epigramma,1799-017,3 B.C.,Lyric poetry,,GLAUx,
Origen,Contra Celsum,2042-001,A.D. 2-3,Theology,,GLAUx,
Origen,Exhortatio ad martyrium,2042-007,A.D. 2-3,Theology,,GLAUx,
Origen,De oratione,2042-008,A.D. 2-3,Theology,,GLAUx,
Origen,Fragmentum In Lamentationes (In Catenis de Octateucho),2042-012,A.D. 2-3,Commentary,,GLAUx,
Canticum Euripidis,Ex Orestis Stasimo I (P. Vindob. 2315),2138-001,5 B.C.,Lyric poetry,,GLAUx,
Epitaphium Sicili,Sicili Epitaphium,2139-001,A.D. 1,Lyric poetry,,GLAUx,
